timestamp,current_mb,forecast_mb,action,reason
985,9933.64,9998.59,none,Memory usage within normal range (63.6% forecast)
986,9925.75,10011.28,none,Memory usage within normal range (63.7% forecast)
987,9936.81,10016.37,none,Memory usage within normal range (63.8% forecast)
988,9959.65,10039.59,none,Memory usage within normal range (63.9% forecast)
989,9973.45,10030.04,none,Memory usage within normal range (63.8% forecast)
990,9980.14,10012.37,none,Memory usage within normal range (63.7% forecast)
991,10002.82,10013.6,none,Memory usage within normal range (63.7% forecast)
992,10015.5,10014.08,none,Memory usage within normal range (63.7% forecast)
993,9996.85,10017.44,none,Memory usage within normal range (63.8% forecast)
994,9996.89,10014.12,none,Memory usage within normal range (63.7% forecast)
995,9995.38,9999.83,none,Memory usage within normal range (63.7% forecast)
996,10018.84,9993.66,none,Memory usage within normal range (63.6% forecast)
997,10026.8,10006.61,none,Memory usage within normal range (63.7% forecast)
998,9995.56,10010.96,none,Memory usage within normal range (63.7% forecast)
999,9989.73,9996.15,none,Memory usage within normal range (63.6% forecast)
1000,10007.38,10006.01,none,Memory usage within normal range (63.7% forecast)
1001,10005.41,10009.44,none,Memory usage within normal range (63.7% forecast)
1002,10015.76,10010.0,none,Memory usage within normal range (63.7% forecast)
1003,10017.89,10022.55,none,Memory usage within normal range (63.8% forecast)
1004,10018.58,10033.55,none,Memory usage within normal range (63.9% forecast)
1005,9992.93,10030.45,none,Memory usage within normal range (63.8% forecast)
1006,9982.82,10038.16,none,Memory usage within normal range (63.9% forecast)
1007,10005.65,10032.98,none,Memory usage within normal range (63.9% forecast)
1008,10014.15,10028.83,none,Memory usage within normal range (63.8% forecast)
1009,9987.24,10034.66,none,Memory usage within normal range (63.9% forecast)
1010,10004.3,10045.91,none,Memory usage within normal range (63.9% forecast)
1011,10000.77,10037.56,none,Memory usage within normal range (63.9% forecast)
1012,10003.07,10037.91,none,Memory usage within normal range (63.9% forecast)
1013,10028.23,10024.84,none,Memory usage within normal range (63.8% forecast)
1014,10037.79,10020.96,none,Memory usage within normal range (63.8% forecast)
1015,10027.53,10022.46,none,Memory usage within normal range (63.8% forecast)
1016,10036.15,10029.01,none,Memory usage within normal range (63.8% forecast)
1017,10029.8,10046.58,none,Memory usage within normal range (63.9% forecast)
1018,10027.64,10052.35,none,Memory usage within normal range (64.0% forecast)
1019,10039.64,10046.83,none,Memory usage within normal range (64.0% forecast)
1020,10053.69,10057.91,none,Memory usage within normal range (64.0% forecast)
1021,10036.55,10058.58,none,Memory usage within normal range (64.0% forecast)
1022,10045.59,10051.16,none,Memory usage within normal range (64.0% forecast)
1023,10017.45,10064.67,none,Memory usage within normal range (64.1% forecast)
1024,10011.79,10052.39,none,Memory usage within normal range (64.0% forecast)
1025,10015.52,10049.56,none,Memory usage within normal range (64.0% forecast)
1026,10026.86,10044.67,none,Memory usage within normal range (63.9% forecast)
1027,10044.06,10063.33,none,Memory usage within normal range (64.1% forecast)
1028,10057.15,10064.83,none,Memory usage within normal range (64.1% forecast)
1029,10047.14,10057.99,none,Memory usage within normal range (64.0% forecast)
1030,10059.01,10060.14,none,Memory usage within normal range (64.0% forecast)
1031,10059.1,10061.97,none,Memory usage within normal range (64.0% forecast)
1032,10050.3,10041.48,none,Memory usage within normal range (63.9% forecast)
1033,10067.82,10052.62,none,Memory usage within normal range (64.0% forecast)
1034,10057.22,10052.55,none,Memory usage within normal range (64.0% forecast)
1035,10044.93,10076.31,none,Memory usage within normal range (64.1% forecast)
1036,10038.37,10054.87,none,Memory usage within normal range (64.0% forecast)
1037,10074.09,10007.72,none,Memory usage within normal range (63.7% forecast)
1038,10072.79,10000.69,none,Memory usage within normal range (63.7% forecast)
1039,10056.16,9986.66,none,Memory usage within normal range (63.6% forecast)
1040,10065.09,9969.02,none,Memory usage within normal range (63.5% forecast)
1041,10068.54,9964.64,none,Memory usage within normal range (63.4% forecast)
1042,10032.13,9966.1,none,Memory usage within normal range (63.4% forecast)
1043,10056.25,9977.35,none,Memory usage within normal range (63.5% forecast)
1044,10054.16,9958.24,none,Memory usage within normal range (63.4% forecast)
1045,10095.26,9962.55,none,Memory usage within normal range (63.4% forecast)
1046,10053.02,9956.99,none,Memory usage within normal range (63.4% forecast)
1047,10033.57,9971.09,none,Memory usage within normal range (63.5% forecast)
1048,10006.08,9973.59,none,Memory usage within normal range (63.5% forecast)
1049,9996.6,9969.71,none,Memory usage within normal range (63.5% forecast)
1050,9965.25,9988.08,none,Memory usage within normal range (63.6% forecast)
1051,9957.35,9986.0,none,Memory usage within normal range (63.6% forecast)
1052,9963.63,9976.42,none,Memory usage within normal range (63.5% forecast)
1053,9982.38,9969.26,none,Memory usage within normal range (63.5% forecast)
1054,9957.23,9970.53,none,Memory usage within normal range (63.5% forecast)
1055,9942.1,9952.69,none,Memory usage within normal range (63.4% forecast)
1056,9951.75,9941.9,none,Memory usage within normal range (63.3% forecast)
1057,9972.86,9958.5,none,Memory usage within normal range (63.4% forecast)
1058,9977.43,9944.19,none,Memory usage within normal range (63.3% forecast)
1059,9961.22,9960.17,none,Memory usage within normal range (63.4% forecast)
1060,10005.09,9957.81,none,Memory usage within normal range (63.4% forecast)
1061,9999.02,9972.74,none,Memory usage within normal range (63.5% forecast)
1062,9992.01,9980.13,none,Memory usage within normal range (63.5% forecast)
1063,9976.26,9970.46,none,Memory usage within normal range (63.5% forecast)
1064,9973.07,9981.4,none,Memory usage within normal range (63.5% forecast)
1065,9935.86,9960.32,none,Memory usage within normal range (63.4% forecast)
1066,9936.87,9965.92,none,Memory usage within normal range (63.4% forecast)
1067,9954.03,9981.0,none,Memory usage within normal range (63.5% forecast)
1068,9930.54,9978.84,none,Memory usage within normal range (63.5% forecast)
1069,9931.51,10075.42,none,Memory usage within normal range (64.1% forecast)
1070,9936.07,10077.2,none,Memory usage within normal range (64.1% forecast)
1071,9962.27,10121.04,none,Memory usage within normal range (64.4% forecast)
1072,9984.75,10121.87,none,Memory usage within normal range (64.4% forecast)
1073,9970.17,10148.33,none,Memory usage within normal range (64.6% forecast)
1074,9963.46,10158.83,none,Memory usage within normal range (64.7% forecast)
1075,9954.61,10139.44,none,Memory usage within normal range (64.5% forecast)
1076,9970.03,10150.23,none,Memory usage within normal range (64.6% forecast)
1077,9970.44,10156.71,none,Memory usage within normal range (64.7% forecast)
1078,9972.09,10143.76,none,Memory usage within normal range (64.6% forecast)
1079,10145.18,10184.19,none,Memory usage within normal range (64.8% forecast)
1080,10115.21,10139.26,none,Memory usage within normal range (64.5% forecast)
1081,10133.57,10136.89,none,Memory usage within normal range (64.5% forecast)
1082,10155.21,10042.56,none,Memory usage within normal range (63.9% forecast)
1083,10165.82,10026.6,none,Memory usage within normal range (63.8% forecast)
1084,10168.24,9983.09,none,Memory usage within normal range (63.5% forecast)
1085,10188.94,9982.53,none,Memory usage within normal range (63.5% forecast)
1086,10171.85,9943.34,none,Memory usage within normal range (63.3% forecast)
1087,10177.84,9934.43,none,Memory usage within normal range (63.2% forecast)
1088,10171.28,9925.26,none,Memory usage within normal range (63.2% forecast)
1089,10163.55,9923.86,none,Memory usage within normal range (63.2% forecast)
1090,10145.42,9923.45,none,Memory usage within normal range (63.2% forecast)
1091,10162.78,9929.59,none,Memory usage within normal range (63.2% forecast)
1092,9981.58,9950.66,none,Memory usage within normal range (63.3% forecast)
1093,9980.88,9960.95,none,Memory usage within normal range (63.4% forecast)
1094,9960.2,9951.76,none,Memory usage within normal range (63.3% forecast)
1095,9944.45,9975.85,none,Memory usage within normal range (63.5% forecast)
1096,9930.41,9982.92,none,Memory usage within normal range (63.5% forecast)
1097,9928.35,10333.39,prealloc,Predicted spike of 405 MB (current 9928 -> forecast 10333) exceeds 200 MB delta -- recommend pre-allocation
1098,9914.45,10387.47,prealloc,Predicted spike of 473 MB (current 9914 -> forecast 10387) exceeds 200 MB delta -- recommend pre-allocation
1099,9915.08,10546.34,prealloc,Predicted spike of 631 MB (current 9915 -> forecast 10546) exceeds 200 MB delta -- recommend pre-allocation
1100,9914.38,10551.17,prealloc,Predicted spike of 637 MB (current 9914 -> forecast 10551) exceeds 200 MB delta -- recommend pre-allocation
1101,9927.15,10583.97,prealloc,Predicted spike of 657 MB (current 9927 -> forecast 10584) exceeds 200 MB delta -- recommend pre-allocation
1102,9929.19,10612.57,prealloc,Predicted spike of 683 MB (current 9929 -> forecast 10613) exceeds 200 MB delta -- recommend pre-allocation
1103,9938.17,10601.46,prealloc,Predicted spike of 663 MB (current 9938 -> forecast 10601) exceeds 200 MB delta -- recommend pre-allocation
1104,9929.85,10583.75,prealloc,Predicted spike of 654 MB (current 9930 -> forecast 10584) exceeds 200 MB delta -- recommend pre-allocation
1105,9962.77,10591.8,prealloc,Predicted spike of 629 MB (current 9963 -> forecast 10592) exceeds 200 MB delta -- recommend pre-allocation
1106,9966.13,10517.51,prealloc,Predicted spike of 551 MB (current 9966 -> forecast 10518) exceeds 200 MB delta -- recommend pre-allocation
1107,10389.71,10533.88,none,Memory usage within normal range (67.1% forecast)
1108,10376.24,10485.96,none,Memory usage within normal range (66.7% forecast)
1109,10640.11,10588.16,none,Memory usage within normal range (67.4% forecast)
1110,10643.94,10579.18,none,Memory usage within normal range (67.3% forecast)
1111,10647.33,10576.71,none,Memory usage within normal range (67.3% forecast)
1112,10638.08,10595.42,none,Memory usage within normal range (67.4% forecast)
1113,10640.89,10624.91,none,Memory usage within normal range (67.6% forecast)
1114,10654.11,10597.46,none,Memory usage within normal range (67.5% forecast)
1115,10631.94,10589.28,none,Memory usage within normal range (67.4% forecast)
1116,10607.32,10611.51,none,Memory usage within normal range (67.5% forecast)
1117,10594.36,10644.15,none,Memory usage within normal range (67.8% forecast)
1118,10588.05,10635.53,none,Memory usage within normal range (67.7% forecast)
1119,10561.07,10581.48,none,Memory usage within normal range (67.4% forecast)
1120,10577.4,10637.14,none,Memory usage within normal range (67.7% forecast)
1121,10569.24,10629.9,none,Memory usage within normal range (67.7% forecast)
1122,10584.33,10861.91,prealloc,Predicted spike of 278 MB (current 10584 -> forecast 10862) exceeds 200 MB delta -- recommend pre-allocation
1123,10592.45,10908.42,prealloc,Predicted spike of 316 MB (current 10592 -> forecast 10908) exceeds 200 MB delta -- recommend pre-allocation
1124,10596.02,10919.53,prealloc,Predicted spike of 324 MB (current 10596 -> forecast 10920) exceeds 200 MB delta -- recommend pre-allocation
1125,10583.66,10898.14,prealloc,Predicted spike of 314 MB (current 10584 -> forecast 10898) exceeds 200 MB delta -- recommend pre-allocation
1126,10588.5,10947.47,prealloc,Predicted spike of 359 MB (current 10588 -> forecast 10947) exceeds 200 MB delta -- recommend pre-allocation
1127,10624.58,10919.7,prealloc,Predicted spike of 295 MB (current 10625 -> forecast 10920) exceeds 200 MB delta -- recommend pre-allocation
1128,10605.43,10898.17,prealloc,Predicted spike of 293 MB (current 10605 -> forecast 10898) exceeds 200 MB delta -- recommend pre-allocation
1129,10632.71,10896.03,prealloc,Predicted spike of 263 MB (current 10633 -> forecast 10896) exceeds 200 MB delta -- recommend pre-allocation
1130,10632.32,10908.93,prealloc,Predicted spike of 277 MB (current 10632 -> forecast 10909) exceeds 200 MB delta -- recommend pre-allocation
1131,10623.55,10862.82,prealloc,Predicted spike of 239 MB (current 10624 -> forecast 10863) exceeds 200 MB delta -- recommend pre-allocation
1132,10930.46,10947.71,none,Memory usage within normal range (69.7% forecast)
1133,10912.76,10953.26,none,Memory usage within normal range (69.7% forecast)
1134,10945.16,10937.39,none,Memory usage within normal range (69.6% forecast)
1135,10952.4,10927.15,none,Memory usage within normal range (69.6% forecast)
1136,10974.77,11059.52,none,Memory usage within normal range (70.4% forecast)
1137,10966.84,11260.72,prealloc,Predicted spike of 294 MB (current 10967 -> forecast 11261) exceeds 200 MB delta -- recommend pre-allocation
1138,10970.49,11324.09,prealloc,Predicted spike of 354 MB (current 10970 -> forecast 11324) exceeds 200 MB delta -- recommend pre-allocation
1139,10950.36,11344.54,prealloc,Predicted spike of 394 MB (current 10950 -> forecast 11345) exceeds 200 MB delta -- recommend pre-allocation
1140,10970.82,11352.96,prealloc,Predicted spike of 382 MB (current 10971 -> forecast 11353) exceeds 200 MB delta -- recommend pre-allocation
1141,10952.66,11355.44,prealloc,Predicted spike of 403 MB (current 10953 -> forecast 11355) exceeds 200 MB delta -- recommend pre-allocation
1142,10948.97,11370.23,prealloc,Predicted spike of 421 MB (current 10949 -> forecast 11370) exceeds 200 MB delta -- recommend pre-allocation
1143,10944.28,11369.28,prealloc,Predicted spike of 425 MB (current 10944 -> forecast 11369) exceeds 200 MB delta -- recommend pre-allocation
1144,10922.71,11511.11,prealloc,Predicted spike of 588 MB (current 10923 -> forecast 11511) exceeds 200 MB delta -- recommend pre-allocation
1145,10895.96,11524.96,prealloc,Predicted spike of 629 MB (current 10896 -> forecast 11525) exceeds 200 MB delta -- recommend pre-allocation
1146,10908.13,11520.96,prealloc,Predicted spike of 613 MB (current 10908 -> forecast 11521) exceeds 200 MB delta -- recommend pre-allocation
1147,11335.2,11524.35,none,Memory usage within normal range (73.4% forecast)
1148,11335.72,11523.51,none,Memory usage within normal range (73.4% forecast)
1149,11339.02,11517.09,none,Memory usage within normal range (73.3% forecast)
1150,11357.87,11524.59,none,Memory usage within normal range (73.4% forecast)
1151,11354.71,11510.05,none,Memory usage within normal range (73.3% forecast)
1152,11377.74,11522.35,none,Memory usage within normal range (73.3% forecast)
1153,11375.42,11524.73,none,Memory usage within normal range (73.4% forecast)
1154,11553.25,11530.17,none,Memory usage within normal range (73.4% forecast)
1155,11552.52,11527.76,none,Memory usage within normal range (73.4% forecast)
1156,11555.55,11541.84,none,Memory usage within normal range (73.5% forecast)
1157,11543.07,11555.67,none,Memory usage within normal range (73.6% forecast)
1158,11539.76,11544.69,none,Memory usage within normal range (73.5% forecast)
1159,11528.27,11519.51,none,Memory usage within normal range (73.3% forecast)
1160,11523.24,11516.22,none,Memory usage within normal range (73.3% forecast)
1161,11517.77,11510.71,none,Memory usage within normal range (73.3% forecast)
1162,11526.58,11505.62,none,Memory usage within normal range (73.2% forecast)
1163,11532.58,11501.07,none,Memory usage within normal range (73.2% forecast)
1164,11526.73,11490.51,none,Memory usage within normal range (73.1% forecast)
1165,11513.83,11474.36,none,Memory usage within normal range (73.0% forecast)
1166,11540.44,11475.98,none,Memory usage within normal range (73.0% forecast)
1167,11554.58,11461.81,none,Memory usage within normal range (73.0% forecast)
1168,11523.46,11463.69,none,Memory usage within normal range (73.0% forecast)
1169,11520.59,11479.13,none,Memory usage within normal range (73.1% forecast)
1170,11516.27,11537.09,none,Memory usage within normal range (73.4% forecast)
1171,11507.35,11554.83,none,Memory usage within normal range (73.6% forecast)
1172,11509.63,11564.03,none,Memory usage within normal range (73.6% forecast)
1173,11486.07,11573.57,none,Memory usage within normal range (73.7% forecast)
1174,11493.32,11588.69,none,Memory usage within normal range (73.8% forecast)
1175,11466.84,11577.27,none,Memory usage within normal range (73.7% forecast)
1176,11477.18,11573.01,none,Memory usage within normal range (73.7% forecast)
1177,11450.06,11566.8,none,Memory usage within normal range (73.6% forecast)
1178,11437.35,11549.47,none,Memory usage within normal range (73.5% forecast)
1179,11436.56,11547.15,none,Memory usage within normal range (73.5% forecast)
1180,11557.32,11553.08,none,Memory usage within normal range (73.5% forecast)
1181,11568.9,11561.22,none,Memory usage within normal range (73.6% forecast)
1182,11578.33,11555.09,none,Memory usage within normal range (73.6% forecast)
1183,11597.79,11570.6,none,Memory usage within normal range (73.7% forecast)
1184,11618.43,11563.16,none,Memory usage within normal range (73.6% forecast)
1185,11592.2,11560.86,none,Memory usage within normal range (73.6% forecast)
1186,11582.24,11543.05,none,Memory usage within normal range (73.5% forecast)
1187,11572.95,11531.45,none,Memory usage within normal range (73.4% forecast)
1188,11554.54,11522.73,none,Memory usage within normal range (73.3% forecast)
1189,11559.21,11522.43,none,Memory usage within normal range (73.3% forecast)
1190,11565.52,11534.7,none,Memory usage within normal range (73.4% forecast)
1191,11571.2,11527.91,none,Memory usage within normal range (73.4% forecast)
1192,11553.45,11502.96,none,Memory usage within normal range (73.2% forecast)
1193,11549.6,11470.45,none,Memory usage within normal range (73.0% forecast)
1194,11548.84,11484.16,none,Memory usage within normal range (73.1% forecast)
1195,11554.37,11482.71,none,Memory usage within normal range (73.1% forecast)
1196,11543.65,11497.97,none,Memory usage within normal range (73.2% forecast)
1197,11534.2,11491.18,none,Memory usage within normal range (73.1% forecast)
1198,11511.94,11524.12,none,Memory usage within normal range (73.4% forecast)
1199,11525.54,11534.28,none,Memory usage within normal range (73.4% forecast)
1200,11531.57,11714.94,none,Memory usage within normal range (74.6% forecast)
1201,11489.43,11775.71,prealloc,Predicted spike of 286 MB (current 11489 -> forecast 11776) exceeds 200 MB delta -- recommend pre-allocation
1202,11487.01,11811.48,prealloc,Predicted spike of 324 MB (current 11487 -> forecast 11811) exceeds 200 MB delta -- recommend pre-allocation
1203,11463.52,11832.3,prealloc,Predicted spike of 369 MB (current 11464 -> forecast 11832) exceeds 200 MB delta -- recommend pre-allocation
1204,11456.29,11797.57,prealloc,Predicted spike of 341 MB (current 11456 -> forecast 11798) exceeds 200 MB delta -- recommend pre-allocation
1205,11470.64,11794.07,prealloc,Predicted spike of 323 MB (current 11471 -> forecast 11794) exceeds 200 MB delta -- recommend pre-allocation
1206,11472.01,11793.42,prealloc,Predicted spike of 321 MB (current 11472 -> forecast 11793) exceeds 200 MB delta -- recommend pre-allocation
1207,11451.44,11767.37,prealloc,Predicted spike of 316 MB (current 11451 -> forecast 11767) exceeds 200 MB delta -- recommend pre-allocation
1208,11460.28,11800.78,prealloc,Predicted spike of 341 MB (current 11460 -> forecast 11801) exceeds 200 MB delta -- recommend pre-allocation
1209,11455.51,11756.28,prealloc,Predicted spike of 301 MB (current 11456 -> forecast 11756) exceeds 200 MB delta -- recommend pre-allocation
1210,11846.37,11820.39,none,Memory usage within normal range (75.2% forecast)
1211,11844.51,11808.7,none,Memory usage within normal range (75.2% forecast)
1212,11840.37,11805.27,none,Memory usage within normal range (75.1% forecast)
1213,11868.88,11801.76,none,Memory usage within normal range (75.1% forecast)
1214,11850.02,11782.93,none,Memory usage within normal range (75.0% forecast)
1215,11830.69,11793.08,none,Memory usage within normal range (75.1% forecast)
1216,11806.88,11821.55,none,Memory usage within normal range (75.2% forecast)
1217,11801.08,11970.58,none,Memory usage within normal range (76.2% forecast)
1218,11814.06,11984.07,none,Memory usage within normal range (76.3% forecast)
1219,11777.66,12003.54,prealloc,Predicted spike of 226 MB (current 11778 -> forecast 12004) exceeds 200 MB delta -- recommend pre-allocation
1220,11805.02,12000.74,none,Memory usage within normal range (76.4% forecast)
1221,11807.13,12009.1,prealloc,Predicted spike of 202 MB (current 11807 -> forecast 12009) exceeds 200 MB delta -- recommend pre-allocation
1222,11799.41,12002.46,prealloc,Predicted spike of 203 MB (current 11799 -> forecast 12002) exceeds 200 MB delta -- recommend pre-allocation
1223,11771.5,11991.59,prealloc,Predicted spike of 220 MB (current 11772 -> forecast 11992) exceeds 200 MB delta -- recommend pre-allocation
1224,11753.57,11987.88,prealloc,Predicted spike of 234 MB (current 11754 -> forecast 11988) exceeds 200 MB delta -- recommend pre-allocation
1225,11762.03,12004.93,prealloc,Predicted spike of 243 MB (current 11762 -> forecast 12005) exceeds 200 MB delta -- recommend pre-allocation
1226,11766.64,12000.98,prealloc,Predicted spike of 234 MB (current 11767 -> forecast 12001) exceeds 200 MB delta -- recommend pre-allocation
1227,12001.86,11955.5,none,Memory usage within normal range (76.1% forecast)
1228,12002.75,11952.64,none,Memory usage within normal range (76.1% forecast)
1229,12033.47,12022.2,none,Memory usage within normal range (76.5% forecast)
1230,12013.84,12000.53,none,Memory usage within normal range (76.4% forecast)
1231,12031.36,12016.56,none,Memory usage within normal range (76.5% forecast)
1232,12008.45,12008.42,none,Memory usage within normal range (76.4% forecast)
1233,12010.91,11992.05,none,Memory usage within normal range (76.3% forecast)
1234,11997.92,11996.87,none,Memory usage within normal range (76.4% forecast)
1235,12007.56,11994.91,none,Memory usage within normal range (76.4% forecast)
1236,12013.87,12004.29,none,Memory usage within normal range (76.4% forecast)
1237,12007.49,11995.21,none,Memory usage within normal range (76.4% forecast)
1238,12007.28,11983.11,none,Memory usage within normal range (76.3% forecast)
1239,12004.83,12007.14,none,Memory usage within normal range (76.4% forecast)
1240,11996.96,11950.49,none,Memory usage within normal range (76.1% forecast)
1241,12018.31,11977.59,none,Memory usage within normal range (76.2% forecast)
1242,12018.98,11970.48,none,Memory usage within normal range (76.2% forecast)
1243,11989.18,11969.15,none,Memory usage within normal range (76.2% forecast)
1244,11988.97,11964.86,none,Memory usage within normal range (76.2% forecast)
1245,11997.25,11954.84,none,Memory usage within normal range (76.1% forecast)
1246,11997.45,11929.73,none,Memory usage within normal range (75.9% forecast)
1247,12000.65,11937.11,none,Memory usage within normal range (76.0% forecast)
1248,11978.77,11915.71,none,Memory usage within normal range (75.8% forecast)
1249,11980.25,11926.07,none,Memory usage within normal range (75.9% forecast)
1250,11946.15,11915.4,none,Memory usage within normal range (75.8% forecast)
1251,11956.42,11937.96,none,Memory usage within normal range (76.0% forecast)
1252,11966.51,11943.16,none,Memory usage within normal range (76.0% forecast)
1253,11975.43,11938.83,none,Memory usage within normal range (76.0% forecast)
1254,11973.51,11952.0,none,Memory usage within normal range (76.1% forecast)
1255,11951.76,11944.17,none,Memory usage within normal range (76.0% forecast)
1256,11919.71,11907.91,none,Memory usage within normal range (75.8% forecast)
1257,11930.51,11918.36,none,Memory usage within normal range (75.9% forecast)
1258,11906.67,11922.8,none,Memory usage within normal range (75.9% forecast)
1259,11917.8,11926.82,none,Memory usage within normal range (75.9% forecast)
1260,11921.9,11925.61,none,Memory usage within normal range (75.9% forecast)
1261,11946.54,11895.02,none,Memory usage within normal range (75.7% forecast)
1262,11944.68,11893.07,none,Memory usage within normal range (75.7% forecast)
1263,11942.46,11901.28,none,Memory usage within normal range (75.8% forecast)
1264,11949.82,11897.18,none,Memory usage within normal range (75.7% forecast)
1265,11950.08,11902.15,none,Memory usage within normal range (75.8% forecast)
1266,11948.96,11899.59,none,Memory usage within normal range (75.7% forecast)
1267,11940.8,11906.36,none,Memory usage within normal range (75.8% forecast)
1268,11935.9,11898.61,none,Memory usage within normal range (75.7% forecast)
1269,11929.03,11902.17,none,Memory usage within normal range (75.8% forecast)
1270,11929.11,11886.62,none,Memory usage within normal range (75.7% forecast)
1271,11898.54,11679.67,none,Memory usage within normal range (74.3% forecast)
1272,11887.19,11624.73,none,Memory usage within normal range (74.0% forecast)
1273,11896.86,11630.21,none,Memory usage within normal range (74.0% forecast)
1274,11895.55,11648.28,none,Memory usage within normal range (74.1% forecast)
1275,11900.59,11594.03,none,Memory usage within normal range (73.8% forecast)
1276,11896.3,11572.58,none,Memory usage within normal range (73.7% forecast)
1277,11918.03,11582.61,none,Memory usage within normal range (73.7% forecast)
1278,11924.9,11611.4,none,Memory usage within normal range (73.9% forecast)
1279,11903.71,11573.43,none,Memory usage within normal range (73.7% forecast)
1280,11895.65,11533.66,none,Memory usage within normal range (73.4% forecast)
1281,11579.78,11515.4,none,Memory usage within normal range (73.3% forecast)
1282,11603.0,11488.99,none,Memory usage within normal range (73.1% forecast)
1283,11603.83,11494.01,none,Memory usage within normal range (73.2% forecast)
1284,11597.87,11479.23,none,Memory usage within normal range (73.1% forecast)
1285,11565.77,11486.13,none,Memory usage within normal range (73.1% forecast)
1286,11551.02,11486.47,none,Memory usage within normal range (73.1% forecast)
1287,11557.45,11476.57,none,Memory usage within normal range (73.1% forecast)
1288,11549.02,11483.11,none,Memory usage within normal range (73.1% forecast)
1289,11534.61,11498.18,none,Memory usage within normal range (73.2% forecast)
1290,11503.43,11502.04,none,Memory usage within normal range (73.2% forecast)
1291,11478.88,11498.29,none,Memory usage within normal range (73.2% forecast)
1292,11461.78,11481.19,none,Memory usage within normal range (73.1% forecast)
1293,11467.09,11469.18,none,Memory usage within normal range (73.0% forecast)
1294,11458.95,11466.03,none,Memory usage within normal range (73.0% forecast)
1295,11476.5,11457.77,none,Memory usage within normal range (72.9% forecast)
1296,11476.55,11446.89,none,Memory usage within normal range (72.9% forecast)
1297,11458.7,11416.58,none,Memory usage within normal range (72.7% forecast)
1298,11474.78,11425.78,none,Memory usage within normal range (72.7% forecast)
1299,11505.26,11406.06,none,Memory usage within normal range (72.6% forecast)
1300,11499.89,11434.32,none,Memory usage within normal range (72.8% forecast)
1301,11487.96,11406.92,none,Memory usage within normal range (72.6% forecast)
1302,11489.37,11421.81,none,Memory usage within normal range (72.7% forecast)
1303,11466.03,11412.71,none,Memory usage within normal range (72.6% forecast)
1304,11461.43,11427.28,none,Memory usage within normal range (72.7% forecast)
1305,11451.26,11419.53,none,Memory usage within normal range (72.7% forecast)
1306,11447.95,11388.34,none,Memory usage within normal range (72.5% forecast)
1307,11402.33,11385.01,none,Memory usage within normal range (72.5% forecast)
1308,11402.72,11389.52,none,Memory usage within normal range (72.5% forecast)
1309,11396.43,11395.08,none,Memory usage within normal range (72.5% forecast)
1310,11405.11,11416.02,none,Memory usage within normal range (72.7% forecast)
1311,11393.69,11408.63,none,Memory usage within normal range (72.6% forecast)
1312,11400.5,11415.49,none,Memory usage within normal range (72.7% forecast)
1313,11402.14,11403.22,none,Memory usage within normal range (72.6% forecast)
1314,11405.02,11445.89,none,Memory usage within normal range (72.9% forecast)
1315,11398.29,11431.08,none,Memory usage within normal range (72.8% forecast)
1316,11372.26,11469.7,none,Memory usage within normal range (73.0% forecast)
1317,11378.12,11430.27,none,Memory usage within normal range (72.8% forecast)
1318,11382.89,11433.34,none,Memory usage within normal range (72.8% forecast)
1319,11366.69,11378.14,none,Memory usage within normal range (72.4% forecast)
1320,11392.97,11355.38,none,Memory usage within normal range (72.3% forecast)
1321,11392.5,11353.31,none,Memory usage within normal range (72.3% forecast)
1322,11391.16,11359.08,none,Memory usage within normal range (72.3% forecast)
1323,11380.12,11369.17,none,Memory usage within normal range (72.4% forecast)
1324,11373.38,11357.87,none,Memory usage within normal range (72.3% forecast)
1325,11377.13,11366.36,none,Memory usage within normal range (72.4% forecast)
1326,11392.31,11344.29,none,Memory usage within normal range (72.2% forecast)
1327,11404.31,11332.46,none,Memory usage within normal range (72.1% forecast)
1328,11416.23,11330.89,none,Memory usage within normal range (72.1% forecast)
1329,11395.83,11329.7,none,Memory usage within normal range (72.1% forecast)
1330,11356.56,11312.33,none,Memory usage within normal range (72.0% forecast)
1331,11356.33,11298.35,none,Memory usage within normal range (71.9% forecast)
1332,11359.56,11311.92,none,Memory usage within normal range (72.0% forecast)
1333,11371.5,11320.73,none,Memory usage within normal range (72.1% forecast)
1334,11349.01,11305.88,none,Memory usage within normal range (72.0% forecast)
1335,11372.18,11314.76,none,Memory usage within normal range (72.0% forecast)
1336,11340.64,11304.33,none,Memory usage within normal range (72.0% forecast)
1337,11323.78,11299.07,none,Memory usage within normal range (71.9% forecast)
1338,11327.38,11298.08,none,Memory usage within normal range (71.9% forecast)
1339,11332.35,11286.73,none,Memory usage within normal range (71.8% forecast)
1340,11315.13,11289.13,none,Memory usage within normal range (71.9% forecast)
1341,11293.84,11289.57,none,Memory usage within normal range (71.9% forecast)
1342,11309.45,11279.38,none,Memory usage within normal range (71.8% forecast)
1343,11322.25,11269.35,none,Memory usage within normal range (71.7% forecast)
1344,11301.95,11281.94,none,Memory usage within normal range (71.8% forecast)
1345,11304.54,11285.54,none,Memory usage within normal range (71.8% forecast)
1346,11308.36,11282.74,none,Memory usage within normal range (71.8% forecast)
1347,11291.07,11282.25,none,Memory usage within normal range (71.8% forecast)
1348,11303.39,11279.55,none,Memory usage within normal range (71.8% forecast)
1349,11285.16,11269.0,none,Memory usage within normal range (71.7% forecast)
