timestamp,used_mb,avail_mb,mem_pct,pid1,name1,rss1,cpu1,pid2,name2,rss2,cpu2,pid3,name3,rss3,cpu3,pid4,name4,rss4,cpu4,pid5,name5,rss5,cpu5
1775698373.44,8964.48,7419.52,54.7,1001,docker,239.12,2.8,1114,code,195.51,22.5,1225,spotify,262.67,1.0,1337,slack,158.22,25.6,1447,spotify,71.59,0.3
1775698375.44,8921.94,7462.06,54.5,1000,slack,383.32,15.1,1118,postgres,286.42,11.6,1230,chrome,79.97,3.5,1341,docker,45.11,13.6,1446,chrome,53.54,9.9
1775698377.44,8930.6,7453.4,54.5,1007,node,54.27,23.3,1121,python3,314.67,1.3,1224,node,101.68,20.5,1340,node,146.34,24.3,1445,code,34.66,4.0
1775698379.44,8938.08,7445.92,54.6,1000,docker,422.11,23.8,1117,chrome,290.65,26.9,1227,slack,43.25,14.2,1337,java,116.99,12.7,1445,code,49.42,28.5
1775698381.44,8930.5,7453.5,54.5,1002,code,68.08,2.6,1113,node,192.29,29.9,1227,slack,82.42,2.0,1343,python3,121.65,3.5,1444,node,40.37,9.0
1775698383.44,8944.28,7439.72,54.6,1005,chrome,432.65,0.4,1119,postgres,244.59,0.3,1224,firefox,246.85,25.8,1336,node,137.01,14.3,1447,code,35.86,16.6
1775698385.44,8925.5,7458.5,54.5,1008,python3,695.89,2.0,1119,code,237.31,7.4,1228,firefox,251.07,24.8,1339,chrome,153.57,1.3,1449,java,14.15,20.1
1775698387.44,8906.17,7477.83,54.4,1009,node,611.46,3.8,1120,slack,358.28,19.4,1232,python3,77.0,15.6,1340,code,93.64,0.9,1445,slack,22.73,26.7
1775698389.44,8921.19,7462.81,54.5,1007,firefox,277.62,16.1,1116,postgres,345.77,14.1,1229,java,206.02,25.2,1342,slack,185.65,18.2,1454,spotify,30.59,10.1
1775698391.44,8940.12,7443.88,54.6,1008,slack,512.27,1.9,1121,postgres,375.31,26.2,1231,slack,73.63,27.8,1338,node,118.63,10.5,1448,node,133.86,15.5
1775698393.44,8932.05,7451.95,54.5,1009,python3,651.68,20.6,1114,firefox,292.23,16.6,1225,docker,162.1,5.2,1337,node,51.08,23.7,1449,python3,143.09,24.3
1775698395.44,8940.14,7443.86,54.6,1004,spotify,394.31,10.2,1115,spotify,52.02,3.7,1228,slack,262.63,0.1,1336,postgres,186.46,13.6,1452,spotify,133.17,15.3
1775698397.44,8931.69,7452.31,54.5,1007,spotify,131.06,13.1,1116,code,77.4,3.7,1222,chrome,228.46,8.3,1341,slack,62.83,23.5,1454,java,40.73,26.7
1775698399.44,8706.74,7677.26,53.1,1009,postgres,263.14,7.2,1114,spotify,251.37,22.6,1230,firefox,226.86,4.6,1341,spotify,71.88,6.6,1450,node,91.26,0.5
1775698401.44,8719.04,7664.96,53.2,1007,code,121.76,25.4,1114,node,197.31,5.0,1224,node,86.53,0.1,1343,postgres,94.1,25.8,1450,docker,42.01,3.0
1775698403.44,8737.43,7646.57,53.3,1007,python3,604.37,11.5,1120,java,33.63,23.0,1225,docker,125.83,26.3,1338,firefox,16.38,15.2,1450,docker,100.98,11.2
1775698405.44,8733.43,7650.57,53.3,1006,node,213.45,10.6,1115,node,293.1,27.0,1228,spotify,236.1,28.8,1343,spotify,58.26,20.9,1451,chrome,68.33,10.4
1775698407.44,8715.83,7668.17,53.2,1007,java,117.1,7.6,1114,postgres,162.47,29.9,1229,python3,58.8,25.6,1343,slack,124.83,24.3,1444,java,64.69,22.8
1775698409.44,8745.87,7638.13,53.4,1000,postgres,109.44,28.0,1118,python3,134.93,25.8,1226,python3,73.94,9.3,1341,code,55.97,2.8,1444,spotify,108.19,23.5
1775698411.44,8765.6,7618.4,53.5,1002,postgres,460.95,28.3,1113,node,31.44,28.8,1231,code,33.51,3.0,1335,slack,35.78,13.9,1449,python3,32.91,28.0
1775698413.44,8767.5,7616.5,53.5,1008,chrome,425.68,26.8,1117,python3,87.63,14.1,1224,node,232.09,25.0,1342,postgres,99.2,13.6,1445,node,34.31,18.2
1775698415.44,8771.33,7612.67,53.5,1002,chrome,265.4,15.9,1118,java,231.37,21.8,1230,docker,257.19,28.3,1338,spotify,120.78,25.1,1450,postgres,88.52,12.2
1775698417.44,8755.51,7628.49,53.4,1009,firefox,681.46,3.5,1117,java,165.98,11.2,1227,docker,66.34,0.5,1339,python3,96.86,17.7,1446,postgres,69.45,4.3
1775698419.44,8756.99,7627.01,53.4,1004,docker,349.43,21.4,1116,node,198.74,12.5,1222,node,253.6,26.9,1334,postgres,82.63,10.5,1450,java,21.72,8.8
1775698421.44,8767.02,7616.98,53.5,1007,code,314.36,5.8,1119,python3,29.15,3.0,1230,postgres,31.64,15.3,1343,slack,82.11,13.5,1449,spotify,79.04,18.7
1775698423.44,8751.7,7632.3,53.4,1008,spotify,142.47,13.2,1118,java,311.36,1.1,1230,spotify,143.15,30.0,1335,java,74.4,21.4,1454,postgres,31.59,22.9
1775698425.44,8760.39,7623.61,53.5,1000,postgres,59.09,4.0,1117,spotify,97.62,24.0,1224,java,153.43,7.7,1336,chrome,198.32,4.9,1444,postgres,119.09,23.6
1775698427.44,8781.8,7602.2,53.6,1002,docker,135.68,20.1,1116,spotify,297.97,11.2,1229,postgres,160.93,16.4,1338,firefox,111.26,20.0,1453,slack,112.39,24.2
1775698429.44,8785.59,7598.41,53.6,1004,firefox,754.96,9.0,1117,chrome,382.04,9.0,1226,code,222.68,16.7,1336,node,99.57,4.6,1445,slack,85.88,12.4
1775698431.44,8776.3,7607.7,53.6,1004,code,231.87,18.7,1121,code,315.61,27.8,1222,java,118.15,13.0,1339,docker,195.94,10.0,1449,code,56.2,14.6
1775698433.44,8812.48,7571.52,53.8,1006,node,264.85,18.3,1113,firefox,84.7,9.8,1228,code,41.83,2.5,1333,python3,113.82,14.8,1445,python3,158.78,0.1
1775698435.44,8813.78,7570.22,53.8,1005,firefox,549.54,2.6,1113,postgres,148.8,1.2,1231,code,263.71,18.4,1336,python3,180.7,24.7,1451,code,50.1,8.7
1775698437.44,8818.56,7565.44,53.8,1007,spotify,689.3,4.7,1119,code,211.16,6.7,1226,chrome,115.02,10.2,1335,docker,164.43,10.8,1452,postgres,54.05,21.2
1775698439.44,8815.38,7568.62,53.8,1003,postgres,549.69,6.3,1118,python3,288.71,1.1,1222,spotify,235.45,4.4,1340,python3,40.5,2.2,1449,firefox,96.89,21.6
1775698441.44,8810.1,7573.9,53.8,1008,spotify,276.91,21.3,1118,chrome,161.58,11.7,1227,code,28.89,25.2,1337,java,47.48,14.9,1454,java,127.56,25.9
1775698443.44,8814.88,7569.12,53.8,1006,firefox,768.55,22.5,1113,chrome,350.94,4.9,1226,java,39.97,26.3,1338,python3,20.38,4.2,1452,spotify,84.3,8.3
1775698445.44,8591.58,7792.42,52.4,1005,spotify,329.77,0.1,1118,slack,100.64,4.4,1232,slack,85.03,11.7,1341,spotify,127.34,18.4,1450,chrome,78.24,21.6
1775698447.44,8602.36,7781.64,52.5,1007,chrome,263.36,0.5,1120,code,202.94,26.3,1229,spotify,159.64,27.7,1342,node,96.74,9.0,1454,chrome,132.51,20.1
1775698449.44,8782.59,7601.41,53.6,1003,docker,229.23,0.1,1111,code,325.9,8.2,1230,java,20.75,26.1,1343,postgres,156.67,19.9,1451,spotify,42.01,19.8
1775698451.44,8777.12,7606.88,53.6,1003,java,470.57,9.9,1119,node,30.33,12.9,1227,node,253.31,0.6,1335,postgres,44.19,8.8,1448,java,34.28,12.8
1775698453.44,8776.99,7607.01,53.6,1008,slack,529.27,2.3,1113,code,344.89,0.1,1225,code,211.33,23.8,1337,python3,33.76,13.5,1445,slack,124.9,23.4
1775698455.44,8764.62,7619.38,53.5,1010,spotify,258.73,2.5,1112,firefox,91.15,24.2,1230,postgres,198.0,27.3,1342,code,198.52,4.9,1449,python3,88.31,20.7
1775698457.44,8782.17,7601.83,53.6,1005,java,644.5,13.0,1119,java,104.63,5.7,1232,docker,210.03,22.4,1334,node,168.97,28.0,1451,slack,125.63,11.6
1775698459.44,8827.17,7556.83,53.9,1000,chrome,389.68,0.1,1116,chrome,395.37,28.0,1232,firefox,120.55,25.1,1338,docker,28.48,25.3,1453,slack,94.21,3.5
1775698461.44,8840.39,7543.61,54.0,1005,code,518.71,1.0,1121,firefox,117.26,16.1,1228,postgres,26.4,3.2,1337,python3,142.98,24.5,1446,postgres,60.99,12.4
1775698463.44,8855.28,7528.72,54.0,1001,docker,281.29,9.0,1111,chrome,392.97,9.8,1223,python3,249.52,18.1,1334,firefox,33.76,29.2,1449,firefox,143.26,5.5
1775698465.44,8863.28,7520.72,54.1,1008,slack,734.73,2.4,1119,spotify,351.36,16.4,1230,postgres,41.78,12.1,1333,postgres,184.78,12.6,1454,firefox,50.36,1.6
1775698467.44,8891.14,7492.86,54.3,1009,chrome,130.12,14.3,1118,firefox,177.25,3.2,1224,spotify,251.58,26.9,1336,code,75.14,5.6,1453,code,104.63,0.5
1775698469.44,8897.45,7486.55,54.3,1010,slack,228.94,12.2,1121,slack,353.15,17.3,1225,docker,153.56,1.8,1336,spotify,137.54,5.8,1452,postgres,61.64,12.1
1775698471.44,8922.2,7461.8,54.5,1004,postgres,236.77,25.7,1112,java,120.62,18.2,1222,code,118.05,5.7,1337,python3,120.62,24.4,1453,code,155.08,7.5
1775698473.44,8921.23,7462.77,54.5,1001,java,149.72,6.5,1112,spotify,26.06,6.3,1223,chrome,120.01,10.2,1340,python3,40.06,19.4,1445,firefox,58.77,12.3
1775698475.44,8912.33,7471.67,54.4,1007,node,693.32,4.4,1117,firefox,95.5,20.0,1232,node,139.14,28.5,1339,chrome,59.77,13.0,1446,chrome,127.21,25.0
1775698477.44,8913.79,7470.21,54.4,1004,python3,262.58,5.3,1111,docker,319.64,15.9,1231,docker,103.63,19.3,1340,node,141.58,8.3,1451,java,50.45,14.4
1775698479.44,8897.14,7486.86,54.3,1003,docker,338.44,29.6,1119,slack,265.71,4.3,1226,firefox,147.17,20.7,1337,slack,162.4,22.4,1444,code,95.07,26.5
1775698481.44,8899.45,7484.55,54.3,1010,slack,691.89,17.2,1119,python3,260.32,29.3,1222,python3,256.32,9.8,1341,java,118.99,0.0,1447,python3,26.27,9.2
1775698483.44,8913.29,7470.71,54.4,1004,spotify,199.6,12.1,1120,spotify,236.51,2.9,1229,spotify,65.73,7.3,1333,firefox,79.42,22.8,1452,firefox,83.97,12.9
1775698485.44,8893.71,7490.29,54.3,1003,java,699.91,6.1,1117,slack,398.48,2.2,1232,slack,126.99,4.1,1336,node,82.04,1.1,1444,spotify,71.37,29.7
1775698487.44,8886.55,7497.45,54.2,1003,code,305.61,7.1,1112,code,327.03,23.7,1230,node,27.71,20.7,1341,python3,135.74,20.9,1444,docker,132.56,6.5
1775698489.44,8876.72,7507.28,54.2,1009,postgres,50.07,20.9,1116,docker,233.61,4.9,1223,spotify,22.01,8.3,1335,python3,56.42,1.4,1446,node,134.09,5.9
1775698491.44,8885.4,7498.6,54.2,1007,node,513.98,0.9,1114,firefox,260.17,26.4,1226,java,55.15,1.9,1335,docker,83.39,5.1,1444,slack,36.26,25.3
1775698493.44,8881.45,7502.55,54.2,1006,code,375.96,21.0,1113,postgres,292.64,21.4,1232,slack,254.16,28.0,1342,firefox,178.7,4.7,1453,slack,109.08,6.5
1775698495.44,8886.07,7497.93,54.2,1007,postgres,286.8,18.2,1111,node,177.18,11.3,1230,docker,248.48,26.2,1334,python3,181.41,6.9,1452,code,94.01,11.8
1775698497.44,8873.68,7510.32,54.2,1002,slack,706.85,24.0,1114,chrome,215.66,18.2,1223,node,151.42,2.5,1341,slack,30.04,7.8,1452,python3,134.22,1.3
1775698499.44,8856.13,7527.87,54.1,1002,node,574.08,2.7,1113,spotify,190.88,12.7,1232,slack,36.71,22.8,1340,python3,140.25,29.8,1449,chrome,14.97,0.3
1775698501.44,8879.55,7504.45,54.2,1000,code,291.87,22.7,1121,spotify,55.4,20.6,1229,code,126.41,26.8,1343,firefox,23.23,18.9,1453,chrome,117.88,29.7
1775698503.44,8884.9,7499.1,54.2,1008,postgres,614.4,7.8,1112,slack,329.79,18.0,1231,slack,135.86,14.7,1334,python3,45.45,22.9,1452,spotify,128.25,9.4
1775698505.44,8868.95,7515.05,54.1,1000,chrome,546.53,26.6,1117,firefox,263.75,2.7,1230,postgres,149.18,12.2,1342,code,56.71,4.5,1448,slack,44.18,9.6
1775698507.44,8873.96,7510.04,54.2,1002,spotify,331.49,1.3,1111,docker,44.89,6.2,1228,spotify,230.67,16.7,1342,firefox,159.97,0.5,1453,slack,37.71,1.9
1775698509.44,8874.98,7509.02,54.2,1008,code,717.65,27.5,1111,postgres,259.59,7.8,1232,python3,153.54,14.2,1336,slack,48.85,21.5,1447,slack,107.16,12.0
1775698511.44,8881.14,7502.86,54.2,1002,java,514.31,8.9,1113,slack,239.28,20.1,1226,java,91.06,0.6,1339,python3,81.55,21.8,1452,java,42.08,9.3
1775698513.44,8883.76,7500.24,54.2,1004,java,167.5,28.4,1116,postgres,349.85,1.3,1228,node,196.95,11.1,1341,python3,67.59,28.8,1444,code,80.47,9.2
1775698515.44,8879.17,7504.83,54.2,1008,spotify,769.98,15.9,1111,node,299.04,11.1,1230,slack,146.35,24.9,1337,firefox,148.53,4.0,1453,chrome,111.05,10.2
1775698517.44,8875.39,7508.61,54.2,1003,node,206.7,23.0,1116,node,335.7,7.7,1227,code,115.35,6.7,1335,code,29.39,21.3,1451,slack,79.97,26.4
1775698519.44,8897.65,7486.35,54.3,1003,node,494.99,18.9,1114,docker,106.29,12.1,1227,node,26.47,12.2,1333,code,191.79,27.5,1453,slack,84.5,28.9
1775698521.44,8905.85,7478.15,54.4,1008,slack,718.87,0.3,1113,node,332.63,29.9,1222,spotify,43.35,23.4,1334,slack,36.48,17.9,1444,node,113.26,10.0
1775698523.44,8906.98,7477.02,54.4,1004,spotify,139.78,21.7,1117,chrome,355.86,20.4,1228,firefox,169.1,10.4,1333,code,70.86,2.1,1445,slack,105.89,17.3
1775698525.44,8918.13,7465.87,54.4,1005,chrome,489.92,22.7,1117,node,88.98,21.7,1225,spotify,167.16,4.4,1336,docker,64.07,10.1,1445,code,48.27,1.1
1775698527.44,8927.48,7456.52,54.5,1002,slack,452.08,28.2,1111,firefox,261.43,23.3,1227,node,139.76,11.9,1339,chrome,109.88,2.9,1446,java,127.05,0.5
1775698529.44,8938.43,7445.57,54.6,1003,firefox,342.94,26.5,1112,chrome,169.86,20.5,1223,firefox,251.74,6.4,1335,node,60.13,10.2,1444,java,86.36,5.5
1775698531.44,8942.47,7441.53,54.6,1007,java,622.29,19.3,1113,spotify,104.07,15.7,1226,postgres,204.08,1.2,1336,postgres,180.57,0.1,1452,docker,127.04,10.3
1775698533.44,8946.28,7437.72,54.6,1008,python3,355.59,6.4,1121,firefox,255.44,3.7,1223,firefox,129.55,20.8,1342,chrome,107.64,29.8,1453,code,130.49,8.6
1775698535.44,8977.54,7406.46,54.8,1007,postgres,487.17,5.0,1120,spotify,258.92,18.8,1231,spotify,218.68,26.1,1343,postgres,168.18,19.3,1453,docker,23.45,15.7
1775698537.44,8995.04,7388.96,54.9,1009,node,160.2,17.0,1115,chrome,314.61,26.6,1231,spotify,214.74,25.7,1335,node,32.82,25.2,1447,postgres,127.08,23.3
1775698539.44,9017.22,7366.78,55.0,1000,java,516.66,0.7,1119,docker,83.13,19.2,1229,java,259.75,0.9,1340,python3,152.99,9.3,1447,slack,101.01,9.8
1775698541.44,9001.54,7382.46,54.9,1008,python3,542.94,16.8,1111,postgres,335.51,26.9,1228,code,262.07,27.1,1342,spotify,93.9,0.9,1446,java,98.58,10.8
1775698543.44,8975.03,7408.97,54.8,1004,code,637.7,11.5,1117,firefox,177.6,2.2,1225,chrome,157.12,24.3,1334,python3,156.22,24.2,1449,spotify,60.53,27.7
1775698545.44,8997.47,7386.53,54.9,1002,node,490.71,23.2,1119,postgres,259.77,1.2,1222,python3,136.27,6.7,1333,slack,93.92,11.7,1450,code,159.77,3.5
1775698547.44,9018.67,7365.33,55.0,1003,code,110.91,5.8,1120,firefox,333.84,24.7,1222,chrome,253.0,11.3,1333,spotify,134.05,2.4,1454,spotify,20.97,22.1
1775698549.44,9034.54,7349.46,55.1,1003,spotify,762.07,19.3,1121,python3,43.86,11.1,1232,postgres,84.2,26.9,1340,docker,124.78,11.7,1444,docker,142.82,21.8
1775698551.44,9041.07,7342.93,55.2,1002,spotify,152.89,0.6,1112,docker,296.87,24.8,1228,chrome,262.16,17.0,1342,code,156.71,7.9,1450,slack,111.19,7.9
1775698553.44,9052.25,7331.75,55.3,1002,firefox,318.41,27.9,1114,firefox,368.43,12.0,1229,slack,248.46,13.9,1336,python3,139.63,2.4,1446,chrome,66.97,6.6
1775698555.44,9051.78,7332.22,55.2,1010,firefox,149.27,14.9,1120,firefox,165.99,5.7,1229,code,239.52,16.4,1337,postgres,123.6,21.8,1446,spotify,58.45,4.2
1775698557.44,9038.95,7345.05,55.2,1004,postgres,796.2,7.1,1114,postgres,337.0,12.0,1230,code,248.59,27.2,1340,slack,44.43,5.6,1444,python3,105.86,26.3
1775698559.44,9051.24,7332.76,55.2,1002,code,521.2,7.8,1117,python3,239.69,10.2,1229,spotify,126.15,22.7,1336,slack,58.07,3.4,1452,python3,91.53,29.9
1775698561.44,9041.15,7342.85,55.2,1000,docker,639.21,17.7,1121,java,176.04,27.8,1223,docker,136.25,1.8,1340,node,181.31,15.5,1446,chrome,64.76,0.1
1775698563.44,9049.92,7334.08,55.2,1002,python3,217.93,10.5,1121,python3,57.32,11.8,1232,firefox,20.37,10.1,1340,code,141.27,12.1,1446,code,88.43,23.1
1775698565.44,9070.71,7313.29,55.4,1007,spotify,766.17,16.7,1119,postgres,113.21,18.7,1230,postgres,212.5,26.0,1335,python3,179.78,1.1,1449,chrome,152.71,20.8
1775698567.44,9109.75,7274.25,55.6,1006,spotify,587.56,7.5,1115,python3,136.8,18.2,1231,slack,155.05,2.0,1334,postgres,77.52,18.8,1452,docker,154.36,22.5
1775698569.44,9132.41,7251.59,55.7,1003,slack,351.24,11.7,1114,slack,313.42,19.7,1222,spotify,129.67,11.4,1334,spotify,24.4,18.8,1451,docker,101.56,14.8
1775698571.44,9138.6,7245.4,55.8,1009,java,429.35,21.6,1113,python3,145.04,17.3,1229,chrome,214.3,16.0,1343,slack,12.62,19.3,1454,node,65.3,20.9
1775698573.44,9156.34,7227.66,55.9,1006,java,595.77,10.0,1118,spotify,39.37,20.2,1224,postgres,241.61,5.3,1338,firefox,62.81,5.5,1452,java,79.1,11.8
1775698575.44,9142.79,7241.21,55.8,1009,postgres,189.27,7.4,1113,slack,302.26,25.4,1228,node,233.24,5.8,1342,code,76.28,4.9,1445,firefox,37.99,22.8
1775698577.44,9138.09,7245.91,55.8,1006,python3,776.47,5.2,1120,node,350.63,6.7,1230,spotify,212.09,11.1,1336,slack,32.41,21.3,1449,firefox,13.85,19.4
1775698579.44,9105.1,7278.9,55.6,1008,firefox,61.72,9.6,1118,postgres,334.32,6.7,1225,postgres,173.7,3.6,1343,slack,167.06,2.2,1445,docker,99.85,4.9
1775698581.44,9115.3,7268.7,55.6,1000,code,678.92,6.3,1115,code,146.97,13.6,1227,firefox,67.24,6.5,1335,firefox,128.63,6.4,1450,docker,119.18,28.5
1775698583.44,9143.51,7240.49,55.8,1007,firefox,84.34,28.8,1115,python3,286.42,19.3,1223,postgres,254.26,23.8,1333,firefox,45.75,11.5,1452,code,114.41,15.7
1775698585.44,9125.84,7258.16,55.7,1000,postgres,320.74,7.1,1119,slack,234.18,23.0,1228,python3,239.21,28.1,1341,java,90.52,28.7,1453,slack,72.33,22.6
1775698587.44,9119.39,7264.61,55.7,1002,python3,419.53,10.1,1116,postgres,228.01,10.2,1231,java,257.8,23.9,1338,spotify,66.51,15.1,1448,spotify,146.57,29.0
1775698589.44,9126.7,7257.3,55.7,1000,chrome,82.16,24.0,1116,node,244.87,26.4,1223,node,49.45,26.3,1334,firefox,175.34,2.1,1444,firefox,60.99,1.0
1775698591.44,9113.29,7270.71,55.6,1008,python3,561.5,8.5,1115,slack,221.8,11.5,1231,spotify,265.44,14.7,1340,node,91.83,27.0,1451,postgres,106.47,4.5
1775698593.44,9128.84,7255.16,55.7,1002,firefox,265.93,28.5,1112,slack,106.91,24.4,1230,code,200.93,5.7,1334,python3,50.03,4.3,1454,chrome,104.04,18.7
1775698595.44,9130.64,7253.36,55.7,1001,slack,233.56,7.9,1113,node,294.08,13.9,1222,slack,57.93,14.1,1341,code,137.22,5.3,1446,firefox,82.01,9.6
1775698597.44,9131.58,7252.42,55.7,1006,python3,697.05,28.3,1116,python3,256.98,15.3,1232,docker,112.27,19.7,1336,code,86.09,16.5,1446,docker,154.05,19.4
1775698599.44,9118.54,7265.46,55.7,1003,node,382.17,21.5,1114,spotify,270.77,29.0,1222,firefox,62.11,4.7,1342,spotify,52.64,12.4,1446,code,119.92,24.0
1775698601.44,9108.79,7275.21,55.6,1008,python3,227.34,5.0,1121,firefox,288.43,7.3,1231,slack,67.46,16.7,1337,postgres,90.85,14.7,1454,docker,120.57,26.5
1775698603.44,9093.38,7290.62,55.5,1004,node,756.42,17.1,1115,postgres,241.6,28.6,1229,spotify,195.54,3.5,1340,spotify,167.16,25.8,1451,chrome,38.02,5.2
1775698605.44,9099.15,7284.85,55.5,1007,slack,733.0,21.6,1114,docker,290.47,24.5,1224,spotify,254.48,28.4,1341,node,37.0,0.8,1454,code,30.21,10.9
1775698607.44,9102.49,7281.51,55.6,1000,slack,191.33,1.1,1111,postgres,310.37,14.7,1232,docker,146.32,15.2,1342,docker,78.0,6.3,1449,slack,63.6,7.1
1775698609.44,9070.4,7313.6,55.4,1000,node,63.0,29.3,1114,java,267.03,24.4,1231,firefox,44.04,2.0,1335,node,176.0,17.1,1445,chrome,126.84,19.3
1775698611.44,9064.13,7319.87,55.3,1009,firefox,548.01,2.8,1114,docker,128.94,26.0,1230,node,30.84,24.7,1333,spotify,90.42,14.1,1447,spotify,84.98,18.3
1775698613.44,9076.61,7307.39,55.4,1001,node,168.05,26.0,1118,java,199.96,19.8,1222,code,168.13,22.4,1334,code,33.63,12.1,1446,python3,16.28,18.5
1775698615.44,9087.77,7296.23,55.5,1005,slack,619.96,28.0,1114,spotify,305.04,6.4,1226,spotify,64.78,11.4,1336,slack,15.01,5.4,1454,postgres,126.5,3.1
1775698617.44,9090.01,7293.99,55.5,1008,java,519.01,4.2,1116,chrome,241.16,9.8,1224,python3,165.75,11.3,1333,spotify,48.81,25.4,1449,java,135.95,2.0
1775698619.44,9078.98,7305.02,55.4,1003,spotify,497.15,3.8,1120,docker,333.81,23.3,1225,docker,46.33,8.3,1339,firefox,115.57,16.2,1450,postgres,124.39,3.9
1775698621.44,9086.73,7297.27,55.5,1002,chrome,155.63,14.5,1111,java,71.17,18.4,1229,node,156.05,8.3,1335,spotify,128.64,13.3,1445,java,73.93,17.7
1775698623.44,9078.29,7305.71,55.4,1004,slack,537.57,27.0,1116,firefox,122.9,25.9,1232,chrome,72.13,21.3,1337,chrome,59.32,3.7,1453,firefox,146.2,12.2
1775698625.44,9046.16,7337.84,55.2,1004,spotify,98.66,13.3,1121,firefox,164.49,12.8,1224,node,79.49,25.2,1335,postgres,99.08,0.1,1444,slack,18.91,3.6
1775698627.44,9048.02,7335.98,55.2,1003,chrome,654.57,22.1,1117,slack,111.19,13.5,1226,code,138.91,12.7,1333,slack,14.96,2.9,1454,firefox,77.16,4.4
1775698629.44,9072.61,7311.39,55.4,1007,code,196.61,1.3,1118,code,117.44,13.9,1225,firefox,36.59,1.4,1337,firefox,194.37,28.6,1451,postgres,39.92,12.0
1775698631.44,9078.25,7305.75,55.4,1000,spotify,376.32,10.5,1119,firefox,192.56,21.1,1231,postgres,140.71,6.1,1341,chrome,75.08,30.0,1447,spotify,70.39,24.7
1775698633.44,9093.45,7290.55,55.5,1006,java,667.39,2.4,1120,code,221.73,24.9,1229,chrome,24.69,29.4,1339,java,92.29,9.3,1449,spotify,13.74,2.0
1775698635.44,9086.7,7297.3,55.5,1007,docker,143.24,7.6,1111,postgres,244.59,16.3,1230,code,221.8,16.9,1343,postgres,120.16,9.5,1454,code,57.5,5.2
1775698637.44,9087.05,7296.95,55.5,1010,spotify,666.28,27.9,1117,spotify,223.45,14.8,1225,code,66.33,17.7,1343,code,165.06,11.5,1452,postgres,25.31,27.2
1775698639.44,9108.64,7275.36,55.6,1007,postgres,764.41,14.6,1120,postgres,118.09,24.9,1227,java,62.42,22.1,1341,spotify,124.09,17.5,1445,spotify,76.91,0.4
1775698641.44,9101.79,7282.21,55.6,1010,python3,69.73,14.0,1119,docker,332.43,16.2,1224,code,38.92,1.6,1335,chrome,130.78,19.8,1448,code,137.44,27.1
1775698643.44,9070.79,7313.21,55.4,1001,node,327.03,21.1,1120,spotify,217.36,15.1,1231,docker,241.87,26.9,1334,docker,192.97,21.9,1452,slack,103.89,28.9
1775698645.44,9087.88,7296.12,55.5,1008,java,720.62,9.1,1113,python3,309.19,13.5,1227,slack,144.95,27.8,1342,docker,194.85,11.2,1444,slack,35.89,24.4
1775698647.44,9081.08,7302.92,55.4,1007,firefox,404.96,2.8,1113,node,167.59,2.6,1231,java,39.54,19.4,1334,python3,108.29,15.0,1453,postgres,128.72,18.0
1775698649.44,9053.32,7330.68,55.3,1006,spotify,757.45,20.1,1118,chrome,125.18,17.7,1225,code,81.33,23.7,1342,java,33.59,12.8,1451,slack,106.35,5.3
1775698651.44,9069.34,7314.66,55.4,1008,slack,218.1,21.7,1116,code,317.14,13.8,1232,java,62.1,19.2,1342,java,144.13,8.5,1453,java,67.56,7.5
1775698653.44,9068.42,7315.58,55.3,1004,python3,98.57,0.3,1119,firefox,63.33,4.3,1227,spotify,206.68,24.8,1339,postgres,114.24,3.8,1452,spotify,154.02,23.4
1775698655.44,9089.96,7294.04,55.5,1008,node,510.56,26.4,1113,postgres,173.2,4.5,1230,docker,167.15,2.0,1333,spotify,168.69,2.7,1445,node,159.81,3.4
1775698657.44,9129.19,7254.81,55.7,1009,python3,798.93,26.2,1117,code,112.24,14.3,1228,chrome,102.1,29.4,1333,postgres,72.73,15.3,1450,firefox,126.96,21.0
1775698659.44,9100.9,7283.1,55.5,1004,postgres,421.69,7.9,1120,code,185.84,19.5,1225,postgres,85.07,23.6,1339,java,170.96,14.1,1451,code,125.86,3.8
1775698661.44,9100.85,7283.15,55.5,1008,slack,767.32,21.9,1117,docker,337.5,4.4,1226,code,127.38,12.4,1334,node,169.95,18.7,1450,java,152.08,16.4
1775698663.44,9120.43,7263.57,55.7,1003,spotify,346.87,18.6,1118,postgres,373.87,11.4,1226,code,98.5,17.7,1338,chrome,33.25,18.4,1453,python3,18.79,20.6
1775698665.44,9107.32,7276.68,55.6,1000,firefox,135.04,14.2,1117,chrome,110.15,17.9,1230,java,68.45,9.4,1339,python3,31.25,17.4,1449,firefox,99.92,11.4
1775698667.44,9220.15,7163.85,56.3,1010,spotify,275.85,4.1,1119,spotify,118.83,1.4,1228,java,187.27,8.2,1341,spotify,94.05,14.9,1444,firefox,128.38,7.9
1775698669.44,9247.5,7136.5,56.4,1005,docker,617.2,10.2,1111,spotify,193.98,28.6,1227,node,64.74,15.2,1342,chrome,92.22,7.3,1449,postgres,129.84,26.3
1775698671.44,9250.82,7133.18,56.5,1002,java,302.38,8.7,1112,java,262.23,18.1,1227,node,248.0,0.3,1343,java,42.55,5.6,1446,python3,54.12,28.9
1775698673.44,9256.47,7127.53,56.5,1007,postgres,350.93,22.9,1120,code,171.3,3.1,1224,postgres,193.95,3.0,1338,slack,165.37,7.5,1452,java,159.01,0.2
